% Model,薄膜计算.mph
% Version,COMSOL 6.4.0.293
% Date,"Apr 16 2026, 09:29"
% Table,表格 1 - 反射率、透射率和吸收率 (ewfd)
% lambda0 (m),freq (THz),反射率，端口 1 (1),总反射率 (1),theta (rad)
7.149999999999999E-7,4.192901510489510E2,1.633133489792094E-2∠0.000000000000000E0°,1.633133489792094E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.200000000000000E-7,4.163784138888889E2,1.649396080998079E-2∠0.000000000000000E0°,1.649396080998079E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.250000000000000E-7,4.135068386206896E2,1.665866167853736E-2∠0.000000000000000E0°,1.665866167853736E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.300000000000000E-7,4.106746000000000E2,1.681575589427745E-2∠0.000000000000000E0°,1.681575589427745E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.350000000000000E-7,4.078808952380953E2,1.697350109545556E-2∠0.000000000000000E0°,1.697350109545556E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.400000000000000E-7,4.051249432432432E2,1.713196901477072E-2∠0.000000000000000E0°,1.713196901477072E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.450000000000001E-7,4.024059838926174E2,1.728930854803902E-2∠0.000000000000000E0°,1.728930854803902E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.500000000000000E-7,3.997232773333333E2,1.744565030320738E-2∠0.000000000000000E0°,1.744565030320738E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.550000000000000E-7,3.970761033112582E2,1.759872760984551E-2∠0.000000000000000E0°,1.759872760984551E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.599999999999999E-7,3.944637605263158E2,1.775550400312170E-2∠0.000000000000000E0°,1.775550400312170E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.650000000000000E-7,3.918855660130719E2,1.790906070902274E-2∠0.000000000000000E0°,1.790906070902274E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.700000000000000E-7,3.893408545454545E2,1.806201839932472E-2∠0.000000000000000E0°,1.806201839932472E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.750000000000000E-7,3.868289780645160E2,1.821404221895305E-2∠0.000000000000000E0°,1.821404221895305E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.799999999999999E-7,3.843493051282052E2,1.836540094007545E-2∠0.000000000000000E0°,1.836540094007545E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.850000000000000E-7,3.819012203821656E2,1.851568254768514E-2∠0.000000000000000E0°,1.851568254768514E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.900000000000001E-7,3.794841240506329E2,1.866499954597200E-2∠0.000000000000000E0°,1.866499954597200E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
7.950000000000000E-7,3.770974314465409E2,1.881224974747821E-2∠0.000000000000000E0°,1.881224974747821E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
8.000000000000000E-7,3.747405725000000E2,1.895734959425179E-2∠0.000000000000000E0°,1.895734959425179E-2∠0.000000000000000E0°,3.490658503988659E-1∠0.000000000000000E0°
