lambda_um,irradiance,source
2.87,6.3129e-06,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.875,0.0003917,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.88,0.00024724,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.885,0.00045332,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.89,0.00018623,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.895,0.0026643,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.9,0.00081152,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.905,0.00011096,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.91,0.002722,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.915,0.0012581,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.92,0.0028948,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.925,0.0010835,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.93,0.0058858,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.935,0.0064903,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.94,0.0016273,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.945,0.0014489,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.95,0.0052276,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.955,0.0023361,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.96,0.0045971,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.965,0.0074379,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.97,0.00035233,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.975,0.00085429,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.98,0.0013381,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.985,0.0069628,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.99,0.01028,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
2.995,0.0042755,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.0,0.0078472,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.005,0.0028906,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.01,0.0068479,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.015,0.0055551,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.02,0.00063369,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.025,0.0075031,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.03,0.0060753,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.035,0.0024986,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.04,0.0020242,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.045,0.004209,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.05,0.0010321,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.055,0.00028947,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.06,0.0063012,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.065,0.0029113,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.07,0.0017492,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.075,0.0060221,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.08,0.0036224,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.085,0.0017671,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.09,0.0023805,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.095,0.0006551,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.1,0.004401,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.105,0.00092155,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.11,0.00084569,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.115,0.0022677,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.12,0.0098197,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.125,0.0030289,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.13,0.0057614,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.135,0.011446,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.14,0.0033241,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.145,0.0032517,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.15,0.0066744,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.155,0.0056366,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.16,0.009232,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.165,0.014017,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.17,0.012516,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.175,0.0092302,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.18,0.010621,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.185,0.0080823,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.19,0.0042388,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.195,0.0026927,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.2,0.00043843,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.205,0.00030973,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.21,0.00013634,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.215,0.00049752,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.22,0.0016089,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.225,0.00019875,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.23,0.0003408,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.235,0.007294,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.24,0.0037464,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.245,0.00073409,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.25,0.0026067,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.255,0.0099378,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.26,0.0012248,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.265,0.0024465,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.27,0.0012186,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.275,0.0059265,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.28,0.0028644,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.285,0.011128,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.29,0.0087571,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.295,0.0012234,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.3,0.0017794,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.305,0.0039416,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.31,0.0039235,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.315,1.6133e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.32,5.9987e-05,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.325,0.0035187,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.33,0.0046616,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.335,0.0090694,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.34,0.0034602,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.345,0.0035408,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.35,0.0080277,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.355,0.0036308,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.36,0.0052402,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.365,0.0071907,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.37,0.0039389,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.375,0.008456,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.38,0.0051115,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.385,0.0074896,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.39,0.0098552,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.395,0.0095465,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.4,0.012509,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.405,0.0044594,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.41,0.0070802,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.415,0.0072774,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.42,0.013165,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.425,0.010006,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.43,0.0086892,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.435,0.011553,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.44,0.0080348,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.445,0.011318,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.45,0.011153,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.455,0.0083089,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.46,0.01253,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.465,0.0098179,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.47,0.012264,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.475,0.010943,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.48,0.011224,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.485,0.012094,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.49,0.010419,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.495,0.012265,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.5,0.011917,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.505,0.011809,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.51,0.011963,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.515,0.011494,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.52,0.012122,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.525,0.011428,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.53,0.011127,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.535,0.0094556,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.54,0.009031,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.545,0.0095432,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.55,0.010538,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.555,0.0090581,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.56,0.010795,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.565,0.010851,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.57,0.0083376,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.575,0.0086444,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.58,0.010187,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.585,0.0091671,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.59,0.0094523,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.595,0.00967,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.6,0.010262,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.605,0.010359,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.61,0.0094787,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.615,0.0094726,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.62,0.011614,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.625,0.010239,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.63,0.009955,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.635,0.010299,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.64,0.01148,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.645,0.010599,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.65,0.010123,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.655,0.010978,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.66,0.010914,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.665,0.010253,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.67,0.0079003,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.675,0.0048286,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.68,0.0083312,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.685,0.009438,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.69,0.0096922,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.695,0.010132,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.7,0.010878,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.705,0.01077,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.71,0.009364,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.715,0.0092254,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.72,0.010376,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.725,0.010698,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.73,0.0092707,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.735,0.0085837,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.74,0.0088494,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.745,0.010331,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.75,0.0092903,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.755,0.0089918,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.76,0.0088633,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.765,0.0085502,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.77,0.0091243,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.775,0.0090521,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.78,0.0095746,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.785,0.0088123,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.79,0.0077564,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.795,0.0088692,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.8,0.0098592,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.805,0.0093049,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.81,0.0082451,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.815,0.0077569,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.82,0.009655,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.825,0.0095056,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.83,0.0095925,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.835,0.0076916,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.84,0.0089756,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.845,0.0087801,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.85,0.0088274,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.855,0.0085085,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.86,0.007994,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.865,0.0080989,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.87,0.0073604,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.875,0.006762,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.88,0.006534,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.885,0.0067717,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.89,0.0068818,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.895,0.007476,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.9,0.0079254,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.905,0.0079269,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.91,0.0071353,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.915,0.0069868,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.92,0.0069466,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.925,0.006852,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.93,0.0070502,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.935,0.0073541,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.94,0.0074027,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.945,0.0075412,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.95,0.0076277,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.955,0.0077199,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.96,0.0077482,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.965,0.0078057,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.97,0.0076806,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.975,0.0075097,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.98,0.0073872,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.985,0.0074327,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.99,0.0073723,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
3.995,0.00721,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
4.0,0.0071043,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
