lambda_um,irradiance,source
0.87,0.96755,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.871,0.95387,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.872,0.96686,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.873,0.95721,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.874,0.94042,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.875,0.92687,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.876,0.95277,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.877,0.95615,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.878,0.95237,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.879,0.93656,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.88,0.93957,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.881,0.90861,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.882,0.93245,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.883,0.92927,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.884,0.93305,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.885,0.94423,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.886,0.90752,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.887,0.91062,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.888,0.92228,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.889,0.93455,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.89,0.92393,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.891,0.92584,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.892,0.90881,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.893,0.87327,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.894,0.8513,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.895,0.81357,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.896,0.76253,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.897,0.66566,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.898,0.7178,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.899,0.54871,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.9,0.7426,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.901,0.59933,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.902,0.66791,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.903,0.68889,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.904,0.84457,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.905,0.81709,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.906,0.77558,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.907,0.63854,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.908,0.65217,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.909,0.70431,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.91,0.62467,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.911,0.66808,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.912,0.68893,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.913,0.62834,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.914,0.62649,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.915,0.67836,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.916,0.57646,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.917,0.73017,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.918,0.59271,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.919,0.73877,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.92,0.74414,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.921,0.78049,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.922,0.70026,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.923,0.74504,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.924,0.7215,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.925,0.7111,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.926,0.70331,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.927,0.78742,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.928,0.58968,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.929,0.55127,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.93,0.4321,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.931,0.40921,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.932,0.30086,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.933,0.24841,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.934,0.1438,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.935,0.25084,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.936,0.16142,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.937,0.16338,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.938,0.20058,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.939,0.39887,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.94,0.47181,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.941,0.37195,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.942,0.40532,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.943,0.27834,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.944,0.28579,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.945,0.36821,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.946,0.19461,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.947,0.37112,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.948,0.27423,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.949,0.49396,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.95,0.14726,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.951,0.48378,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.952,0.26891,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.953,0.34362,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.954,0.42411,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.955,0.34117,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.956,0.32821,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.957,0.27067,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.958,0.46101,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.959,0.37385,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.96,0.42066,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.961,0.4612,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.962,0.44174,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.963,0.50503,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.964,0.4586,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.965,0.50374,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.966,0.50275,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.967,0.5024,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.968,0.6521,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.969,0.68622,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.97,0.63461,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.971,0.71397,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.972,0.68765,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.973,0.60648,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.974,0.57529,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.975,0.58987,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.976,0.57191,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.977,0.63864,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.978,0.61509,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.979,0.63815,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.98,0.60468,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.981,0.71338,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.982,0.69218,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.983,0.66865,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.984,0.73732,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.985,0.68817,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.986,0.75083,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.987,0.73928,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.988,0.73462,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.989,0.74906,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.99,0.73227,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.991,0.75358,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.992,0.75102,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.993,0.73728,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.994,0.7541,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.995,0.75176,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.996,0.74884,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.997,0.73971,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.998,0.73887,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
0.999,0.73857,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.0,0.73532,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.001,0.74442,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.002,0.72805,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.003,0.73442,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.004,0.72336,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.005,0.68174,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.006,0.71252,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.007,0.72753,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.008,0.72685,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.009,0.71972,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.01,0.71914,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.011,0.72278,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.012,0.71877,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.013,0.71761,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.014,0.72068,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.015,0.70817,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.016,0.71129,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.017,0.70337,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.018,0.71422,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.019,0.68878,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.02,0.69896,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.021,0.70175,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.022,0.6897,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.023,0.69508,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.024,0.69058,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.025,0.69753,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.026,0.69636,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.027,0.69305,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.028,0.69385,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.029,0.68628,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.03,0.69055,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.031,0.68736,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.032,0.68787,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.033,0.67613,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.034,0.68015,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.035,0.68234,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.036,0.68202,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.037,0.67497,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.038,0.67172,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.039,0.67636,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.04,0.6717,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.041,0.67176,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.042,0.672,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.043,0.66525,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.044,0.66833,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.045,0.66452,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.046,0.64714,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.047,0.65694,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.048,0.66274,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.049,0.65896,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.05,0.65463,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.051,0.65521,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.052,0.65118,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.053,0.64919,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.054,0.64646,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.055,0.64847,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.056,0.64641,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.057,0.64482,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.058,0.63818,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.059,0.61875,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.06,0.63585,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.061,0.62121,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.062,0.63266,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.063,0.62239,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.064,0.63196,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.065,0.62913,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.066,0.61713,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.067,0.62032,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.068,0.61944,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.069,0.58626,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.07,0.60469,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.071,0.61661,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.072,0.61536,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.073,0.60363,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.074,0.62158,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.075,0.59252,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.076,0.61471,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.077,0.60434,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.078,0.60321,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.079,0.60474,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.08,0.59722,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.081,0.58083,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.082,0.5894,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.083,0.59814,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.084,0.57852,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.085,0.5933,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.086,0.5541,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.087,0.56697,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.088,0.59317,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.089,0.57919,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.09,0.55573,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.091,0.58835,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.092,0.58124,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.093,0.51058,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.094,0.53965,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.095,0.52067,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.096,0.50323,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.097,0.57852,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.098,0.50291,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.099,0.50772,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.1,0.48577,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.101,0.49696,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.102,0.46883,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.103,0.46637,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.104,0.46765,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.105,0.50644,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.106,0.39792,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.107,0.48304,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.108,0.41565,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.109,0.41278,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.11,0.47899,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.111,0.33154,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.112,0.41357,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.113,0.2685,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.114,0.29985,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.115,0.24987,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.116,0.20136,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.117,0.079618,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.118,0.21753,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.119,0.11317,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.12,0.14189,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.121,0.18586,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.122,0.081686,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.123,0.12817,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.124,0.1087,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.125,0.14428,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.126,0.051589,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.127,0.15725,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.128,0.099224,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.129,0.10591,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.13,0.070574,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.131,0.2956,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.132,0.23411,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.133,0.15331,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.134,0.04174,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.135,0.015462,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.136,0.12876,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.137,0.28785,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.138,0.20329,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.139,0.2985,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.14,0.25599,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.141,0.19337,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.142,0.22479,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.143,0.31183,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.144,0.11326,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.145,0.14604,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.146,0.15764,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.147,0.059176,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.148,0.27113,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.149,0.21854,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.15,0.12164,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.151,0.2034,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.152,0.24762,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.153,0.23812,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.154,0.14248,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.155,0.31316,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.156,0.2809,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.157,0.31458,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.158,0.31171,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.159,0.33693,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.16,0.28648,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.161,0.34753,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.162,0.35002,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.163,0.46857,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.164,0.40188,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.165,0.3886,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.166,0.37494,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.167,0.40996,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.168,0.41954,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.169,0.4231,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.17,0.45873,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.171,0.44831,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.172,0.45483,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.173,0.45642,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.174,0.33692,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.175,0.4524,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.176,0.47679,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.177,0.47235,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.178,0.36,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.179,0.48371,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.18,0.44069,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.181,0.45514,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.182,0.32318,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.183,0.4387,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.184,0.41985,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.185,0.40741,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.186,0.47715,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.187,0.45575,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.188,0.33504,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.189,0.41569,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.19,0.46239,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.191,0.4466,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.192,0.47336,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.193,0.45434,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.194,0.4689,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.195,0.44696,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.196,0.43131,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.197,0.47715,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.198,0.43392,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.199,0.36489,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.2,0.44825,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.201,0.43708,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.202,0.43717,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.203,0.43409,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.204,0.36247,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.205,0.43692,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.206,0.48086,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.207,0.42986,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.208,0.43346,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.209,0.41428,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.21,0.45336,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.211,0.42232,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.212,0.42489,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.213,0.46956,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.214,0.43407,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.215,0.4278,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.216,0.4664,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.217,0.45528,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.218,0.45934,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.219,0.44663,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.22,0.45805,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.221,0.46531,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.222,0.45139,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.223,0.44406,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.224,0.44808,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.225,0.46236,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.226,0.46819,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
1.227,0.43304,"ASTM G173-03 AM1.5 global tilt, NREL/NLR"
